timestamp,voltage,current,active_power,energy_consumption,power_factor,temperature,humidity,light_intensity,building_type,occupancy_level,operational_schedule,electricity_tariff,appliance_category,demand_kWh
1784132861,219.3,2.66,473.31,420.77,0.91,34.9,77.8,648,Industrial,48,Daytime,Standard,Lighting,1246.8
1784138021,224.69,6.84,1112.11,989.78,0.81,34.2,56.9,590,Commercial,71,24/7,Off-Peak,Computers,556.25
1784143181,239.78,5.18,972.26,866.28,0.87,32.2,56.1,133,Commercial,1,Nighttime,Standard,Lighting,497.5
1784148341,220.06,15.22,2947.91,2629.54,0.81,27.4,86.4,4,Industrial,17,Nighttime,Standard,Computers,984.5
1784153501,235.66,7.77,1493.52,1333.71,0.86,28.9,81.8,95,Commercial,96,24/7,Off-Peak,Lighting,580.5
1784158661,238.39,13.2,3112.27,2782.37,0.86,34.3,60.7,29,Residential,12,Daytime,Off-Peak,Computers,691.9499999999999
1784163821,217.39,16.93,3190.59,2855.58,0.99,34.0,89.7,61,Residential,40,Daytime,Peak,HVAC,695.0999999999999
1784168981,234.44,14.48,3323.97,2978.28,0.94,25.2,69.1,130,Commercial,49,Nighttime,Off-Peak,Machinery,526.75
1784174141,224.92,18.44,3770.08,3381.76,0.96,26.5,70.0,184,Commercial,14,Nighttime,Standard,Lighting,508.5
1784179301,236.73,12.86,2714.16,2437.32,0.86,24.2,57.0,178,Commercial,21,24/7,Standard,HVAC,508.25
1784184461,234.58,16.61,2741.5,2464.61,0.86,32.2,85.6,172,Residential,30,24/7,Peak,Machinery,1371.5
1784189621,232.12,6.11,1204.17,1083.75,0.95,31.4,74.8,798,Commercial,58,Daytime,Standard,Computers,557.75
1784194781,213.22,18.72,3187.36,2871.81,0.93,33.0,51.8,278,Commercial,84,Nighttime,Off-Peak,Computers,539.5
1784199941,235.52,3.15,582.12,525.07,0.94,29.0,66.9,127,Commercial,2,Nighttime,Peak,Lighting,1412.25
1784205101,228.01,11.09,1897.87,1713.78,0.92,28.0,65.7,113,Industrial,92,24/7,Off-Peak,Computers,1401.6
1784210261,210.89,18.69,3356.59,3034.36,0.97,26.1,55.2,587,Industrial,48,Nighttime,Standard,Machinery,1245.0
1784215421,233.54,7.64,1455.09,1316.86,0.93,32.0,74.4,835,Residential,86,Daytime,Off-Peak,Lighting,1018.8000000000001
1784220581,224.51,6.17,1185.56,1074.12,0.98,26.7,62.5,520,Residential,13,24/7,Peak,HVAC,850.0500000000001
1784225741,222.92,2.91,630.52,571.88,0.84,28.6,64.9,169,Residential,73,24/7,Standard,Computers,1415.7
1784230901,230.85,18.16,3924.7,3563.63,0.86,30.1,65.2,196,Commercial,75,Nighttime,Peak,Computers,560.25
1784236061,214.72,2.89,593.48,539.47,0.91,33.2,74.9,128,Residential,19,Nighttime,Standard,HVAC,1227.2
1784241221,231.62,18.47,4117.81,3747.21,0.95,28.0,54.2,4,Residential,33,24/7,Peak,HVAC,1343.55
1784246381,234.81,9.73,2219.67,2022.12,0.88,29.2,56.0,101,Industrial,63,24/7,Standard,Machinery,1260.0
1784251541,219.53,15.96,2918.7,2661.85,0.93,26.3,57.0,94,Industrial,4,24/7,Standard,Lighting,1162.2
1784256701,213.43,4.77,845.05,771.53,0.81,32.7,68.4,76,Commercial,55,Daytime,Peak,Lighting,543.5
1784261861,223.78,2.6,569.51,520.53,0.95,25.9,72.6,157,Commercial,64,24/7,Off-Peak,Machinery,559.25
1784267021,211.12,14.94,2438.2,2230.95,0.89,33.3,79.2,647,Residential,14,Nighttime,Peak,Computers,1241.5
1784272181,224.02,7.8,1435.46,1314.88,0.97,24.8,83.2,996,Commercial,39,Nighttime,Peak,Computers,540.75
1784277341,237.45,6.78,1196.02,1096.75,0.97,33.1,59.3,337,Commercial,36,Nighttime,Peak,Lighting,503.0
1784282501,234.04,14.25,3043.72,2794.13,0.83,27.7,55.0,878,Industrial,78,24/7,Standard,Computers,1116.5
1784287661,212.66,17.32,3289.02,3022.61,0.88,33.0,77.3,631,Residential,67,Daytime,Off-Peak,Machinery,981.0
1784292821,224.35,4.82,771.44,709.72,0.98,30.1,68.5,215,Industrial,21,24/7,Off-Peak,Computers,1205.3999999999999
1784297981,213.13,15.6,2434.22,2241.92,0.83,25.7,55.7,124,Commercial,86,Daytime,Off-Peak,Machinery,1660.5
1784303141,235.43,10.57,2078.55,1916.42,0.97,28.9,53.1,215,Commercial,6,24/7,Peak,Machinery,1391.25
1784308301,229.95,9.52,1845.82,1703.69,0.91,25.2,74.6,784,Commercial,41,24/7,Off-Peak,Machinery,514.0
1784313461,217.14,18.21,2832.89,2617.59,0.83,28.2,86.8,34,Residential,66,24/7,Off-Peak,Computers,1385.15
1784318621,229.22,11.05,1969.68,1821.95,0.85,33.2,70.8,94,Residential,70,24/7,Standard,HVAC,1450.8
1784323781,225.47,17.57,3184.67,2949.0,0.86,34.4,54.3,165,Residential,40,24/7,Off-Peak,Lighting,1314.95
1784328941,237.86,12.75,2198.78,2038.27,0.83,32.6,68.5,197,Industrial,31,24/7,Off-Peak,Machinery,1065.0
1784334101,220.25,18.66,3145.38,2918.91,0.94,24.7,64.7,60,Residential,56,Nighttime,Off-Peak,HVAC,877.38
1784339261,218.84,6.61,1257.96,1168.64,0.83,33.0,72.1,68,Residential,92,24/7,Standard,Machinery,955.0799999999999
1784344421,237.37,18.22,3106.11,2888.68,0.98,34.1,58.2,194,Industrial,75,Daytime,Standard,Machinery,1195.02
1784349581,239.57,13.34,2994.48,2787.86,0.97,29.0,57.6,95,Industrial,80,Nighttime,Standard,Machinery,1263.6000000000001
1784354741,212.55,11.42,2143.27,1997.53,0.98,31.7,58.4,852,Residential,79,Daytime,Off-Peak,HVAC,1744.8600000000001
1784359901,239.86,8.55,1784.47,1664.91,0.85,30.9,79.1,560,Residential,72,Daytime,Standard,Computers,1762.8
1784365061,230.18,17.13,3236.65,3023.03,0.93,24.6,60.6,238,Residential,72,Daytime,Standard,HVAC,1799.46
1784370221,214.28,12.89,2017.36,1886.23,0.91,31.4,57.8,487,Residential,32,Nighttime,Off-Peak,Computers,1678.56
1784375381,223.26,16.66,3221.05,3014.9,0.88,31.0,68.4,218,Commercial,34,Daytime,Standard,HVAC,917.55
1784380541,228.79,18.37,3404.19,3189.73,0.91,34.2,65.2,332,Commercial,39,24/7,Standard,HVAC,949.4999999999999
1784385701,227.06,6.04,1214.4,1139.11,0.97,28.2,70.8,164,Commercial,38,Nighttime,Off-Peak,Lighting,897.7499999999999
1784390861,236.39,17.2,3036.49,2851.26,0.93,31.4,62.9,676,Industrial,14,Nighttime,Standard,Machinery,1086.48
1784396021,217.45,12.4,2077.38,1952.74,0.86,31.0,51.1,516,Commercial,33,Nighttime,Standard,Computers,320.25
1784401181,225.2,4.2,704.17,662.62,0.96,32.0,77.4,81,Commercial,19,24/7,Peak,Machinery,290.4
1784406341,237.03,4.14,809.26,762.32,0.95,30.0,79.1,5,Residential,95,Daytime,Standard,Computers,1822.8600000000001
1784411501,213.82,14.56,2914.53,2748.4,0.97,28.1,75.4,6,Commercial,60,Daytime,Off-Peak,Lighting,316.8
1784416661,225.43,4.8,979.69,924.83,0.93,24.6,52.6,195,Industrial,22,Daytime,Off-Peak,Machinery,1043.8200000000002
1784421821,215.67,18.04,3740.69,3534.95,0.85,27.0,73.1,30,Residential,51,Daytime,Off-Peak,HVAC,901.3199999999999
1784426981,222.52,8.79,1639.56,1551.02,0.91,32.6,78.9,61,Commercial,36,Daytime,Off-Peak,Computers,327.75
1784432141,212.07,5.86,1226.75,1161.73,0.97,33.6,81.5,10,Industrial,63,24/7,Standard,Computers,1227.96
1784437301,238.27,3.46,665.97,631.34,0.85,31.3,68.5,164,Residential,72,Nighttime,Standard,Lighting,1712.1000000000001
1784442461,234.3,7.81,1651.11,1566.9,0.94,24.6,56.3,242,Industrial,82,Daytime,Standard,Machinery,1014.3000000000001
1784447621,222.38,12.71,2586.82,2457.48,0.8,31.5,71.7,689,Residential,2,Nighttime,Off-Peak,Machinery,1576.38
1784452781,214.39,6.58,1182.14,1124.22,0.92,26.2,53.7,387,Residential,78,24/7,Standard,HVAC,1817.4
1784457941,239.73,3.14,557.9,531.12,0.97,28.2,88.9,721,Industrial,56,Nighttime,Standard,Machinery,996.75
1784463101,232.28,2.03,436.41,415.9,0.94,29.0,76.4,314,Residential,4,Daytime,Standard,Computers,1073.52
1784468261,230.01,16.38,3726.96,3555.52,0.83,35.1,52.1,278,Commercial,20,Daytime,Standard,Lighting,926.55
1784473421,237.11,11.56,2366.05,2259.58,0.98,25.6,68.0,115,Residential,17,24/7,Off-Peak,Machinery,1042.2
1784478581,239.34,4.64,1042.16,996.3,0.82,25.3,84.6,114,Industrial,100,Daytime,Peak,Machinery,1322.46
1784483741,210.22,19.11,3195.59,3058.18,0.82,30.9,53.0,724,Industrial,83,Daytime,Peak,Lighting,1051.2
1784488901,235.21,9.06,1695.52,1624.31,0.91,30.5,85.9,155,Commercial,7,24/7,Standard,Computers,285.45
1784494061,232.34,10.92,2411.07,2312.22,0.94,30.3,69.6,32,Residential,96,Daytime,Standard,HVAC,1812.72
1784499221,218.26,10.72,1929.67,1852.48,0.98,25.3,67.0,184,Industrial,79,Nighttime,Peak,Computers,982.35
1784504381,239.07,3.92,810.5,778.89,0.97,25.4,63.4,20,Residential,45,24/7,Peak,HVAC,749.0
1784509541,224.42,16.88,2890.79,2780.94,0.82,32.4,70.0,8,Residential,98,24/7,Peak,Machinery,822.8499999999999
1784514701,237.66,6.5,1307.52,1259.14,0.89,24.4,69.6,40,Industrial,50,24/7,Standard,Lighting,1310.3999999999999
1784519861,219.66,2.71,455.32,438.93,0.98,33.3,85.4,111,Industrial,98,Daytime,Peak,Lighting,1434.6
1784525021,228.29,8.67,1633.13,1575.97,0.94,33.9,75.1,241,Commercial,8,Nighttime,Standard,Machinery,507.0
1784530181,211.96,17.58,3649.44,3525.36,0.93,30.3,63.1,274,Residential,60,Daytime,Off-Peak,Lighting,1369.55
1784535341,215.02,17.86,2708.34,2618.96,0.98,27.9,51.3,532,Commercial,68,24/7,Standard,Computers,566.5
1784540501,225.15,9.94,1642.18,1589.63,0.95,33.9,73.2,979,Industrial,78,Nighttime,Peak,HVAC,1121.5
1784545661,228.85,17.84,3983.72,3860.22,0.96,28.8,77.2,137,Industrial,73,Daytime,Off-Peak,Computers,1312.8
1784550821,237.55,14.59,3429.69,3326.8,0.88,35.5,86.7,939,Industrial,92,Nighttime,Standard,Machinery,1395.0
1784555981,210.5,9.45,1515.18,1471.24,0.86,29.7,75.5,427,Residential,50,Daytime,Peak,Machinery,980.1
1784561141,229.29,6.7,1363.23,1325.06,0.88,34.9,63.9,815,Commercial,23,Daytime,Standard,HVAC,1508.25
1784566301,238.07,2.31,418.28,406.99,0.98,34.9,65.0,708,Residential,45,24/7,Peak,Computers,962.1
1784571461,217.83,11.33,1800.75,1753.93,0.9,30.6,70.5,60,Industrial,52,Nighttime,Peak,HVAC,1135.5
1784576621,216.28,12.48,2535.4,2472.01,0.89,35.3,60.5,24,Industrial,33,Daytime,Off-Peak,Lighting,1068.0
1784581781,212.84,2.2,373.87,364.9,0.96,26.0,86.0,159,Industrial,5,Daytime,Standard,Machinery,975.5
1784586941,232.49,11.97,2529.02,2470.85,0.88,30.7,60.8,128,Industrial,58,Nighttime,Peak,HVAC,1131.0
1784592101,226.03,2.45,461.44,451.29,0.86,31.7,63.5,170,Industrial,66,Daytime,Peak,HVAC,1372.2
1784597261,218.47,19.19,3170.38,3103.8,0.91,27.0,83.9,82,Industrial,6,Daytime,Peak,Computers,1237.2
1784602421,224.48,16.88,3659.68,3586.49,0.99,30.6,84.8,21,Industrial,30,Nighttime,Off-Peak,Machinery,1251.0
1784607581,228.98,7.87,1269.06,1244.95,0.9,28.1,86.4,73,Commercial,24,Nighttime,Off-Peak,Computers,495.0
1784612741,224.88,3.73,751.18,737.66,0.84,24.5,67.7,807,Industrial,67,Daytime,Standard,Lighting,1084.5
1784617901,235.4,13.06,3037.24,2985.61,0.88,31.4,64.1,758,Industrial,81,Nighttime,Off-Peak,Lighting,1148.0
1784623061,236.21,17.43,3689.89,3630.85,0.93,32.9,89.4,665,Residential,90,24/7,Off-Peak,HVAC,1546.3500000000001
1784628221,232.62,9.66,1913.83,1885.12,0.86,32.4,58.7,674,Commercial,35,Daytime,Off-Peak,Computers,527.5
1784633381,221.82,18.44,3002.42,2960.39,0.98,33.7,74.0,503,Residential,80,24/7,Off-Peak,Lighting,1038.15
1784638541,211.08,2.73,536.77,529.79,0.86,33.1,81.8,313,Residential,39,Daytime,Peak,Lighting,948.6
1784643701,233.28,17.61,3333.27,3293.27,0.96,27.9,58.5,849,Industrial,42,Daytime,Off-Peak,HVAC,1245.0
1784648861,220.07,13.11,2061.73,2039.05,0.86,34.0,79.5,936,Residential,97,Daytime,Off-Peak,Computers,1078.2
1784654021,215.57,10.39,1833.3,1814.97,0.84,25.4,54.6,168,Commercial,13,Nighttime,Off-Peak,Computers,491.25
1784659181,217.64,7.66,1212.03,1201.12,0.83,31.5,68.1,63,Industrial,64,Nighttime,Off-Peak,Lighting,1144.0
1784664341,234.19,9.06,2044.03,2027.68,0.98,34.7,79.7,47,Residential,5,Nighttime,Off-Peak,Machinery,1247.3500000000001
1784669501,216.49,4.87,860.84,854.81,0.99,31.0,81.9,62,Residential,98,Nighttime,Off-Peak,Computers,1552.2
1784674661,236.81,7.12,1593.33,1583.77,0.93,27.1,82.1,163,Commercial,2,24/7,Off-Peak,Computers,521.25
1784679821,220.58,16.52,3527.45,3509.81,0.98,25.0,69.3,170,Industrial,64,Daytime,Standard,Computers,1384.8
1784684981,236.28,7.08,1338.91,1333.55,0.88,26.2,86.8,52,Residential,31,Daytime,Off-Peak,Lighting,720.65
1784690141,222.18,2.57,558.09,556.42,0.88,34.2,63.3,175,Industrial,57,Daytime,Standard,Machinery,1371.6
1784695301,230.24,6.0,1292.01,1289.43,0.93,24.0,74.5,4,Commercial,65,24/7,Off-Peak,HVAC,558.25
1784700461,217.05,7.59,1530.84,1529.31,0.8,29.7,54.6,358,Residential,55,Nighttime,Standard,Computers,1419.6000000000001
1784705621,228.19,13.06,2572.43,2572.43,0.82,30.4,83.9,134,Industrial,21,Daytime,Off-Peak,HVAC,1065.5
1721700000,230.0,12.0,2500.0,6.0,0.96,29.0,65.0,600,Residential,20,Daytime,Peak,HVAC,12.5
